conference_id,conference_name,publication_id,publication_title,publication_date,doi
1113,test,13032,Региональная конкурентоспособность транспортных полигонов,2014-01-01,
9,ubs,55947,,2022-01-01,
317,test,17494,Экспериментальная система распределенных вычислений на основе исчисления древовидных структур,2010-01-01,
3838,test,17493,On Gramians Properties of Continuous Control Systems,2010-01-01,
2807,test,17490,PLC Program Synthesis on the Basis of Structured Discrete Event System,2010-01-01,
611,test,17489,Параллельные методы моделирования сильно-нестационарных потоков газа в ГТС,2010-01-01,
9,ubs,55948,,2022-01-01,
180,test,17487,Метод проверки динамической корректности событийной модели технологического объекта,2010-01-01,
180,test,17486,Технология создания АСУ ТП с применением ClearControl - среды проектирования и реализации АСУ ТП,2010-01-01,
180,test,13728,Исследование сетецентрического подхода к управлению на основе однородного концептуального моделирования,2012-01-01,
1095,test,13088,Потенциал конкурентоспособности транспортных центров России,2014-01-01,
9,ubs,55949,,2022-01-01,
180,test,17484,Синтез сети петри, реализующей супервизор в структурированной дсс,2010-01-01,
180,test,17478,Многофункциональный преобразователь электрических величин,2010-01-01,
1096,test,13087,Потенциал конкурентоспособности российских транспортных полигонов,2014-01-01,
9,ubs,55950,,2022-01-01,
4144,test,17477,Виртуальные средства для импедансных измерений в области высоких технологий,2010-01-01,
1674,test,17474,ГИС для принятия оптимальных управленческих решений в системе образования,2010-01-01,
613,test,13729,Проектирование информационного обеспечения интеллектуальных систем безопасности на основе однородных концептуальных моделей,2012-01-01,
9,ubs,55951,,2022-01-01,
1530,test,10940,Микропалеобиота повторно-жильных льдов Центральной Якутии,2012-01-01,
180,test,17472,Алгоритм управления расходом питательной воды прямоточных котлов,2010-01-01,
3722,test,17470,Конструирование итеративной процедуры объективизации экспертной кластеризации многопараметрических объектов,2010-01-01,
9,ubs,55952,,2022-01-01,
9,ubs,55953,,2022-01-01,
324,test,17467,Многофункциональная система геосинхронных низкоорбитальных космических аппаратов для осуществления бездиссипативных межпланетных полетов,2010-01-01,
324,test,17466,О возможности создания системы геосинхронных низкоорбитальных космических аппаратов,2010-01-01,
3179,test,16364,Multiagent systems: from the Van Loan scheme to simple linear algorithms,2011-01-01,
324,test,17465,Автономные интеллектуальные системы управления на базе нейросемантического подхода,2010-01-01,
2814,test,17463,On the Complexity of Randomized Approximations of Nonconvex Sets,2010-01-01,
9,ubs,55954,,2022-01-01,
958,test,17461,Программно-технический комплекс (ПТК) автоматической трассировки соединений между элементами на плоскости,2010-01-01,
1674,test,17460,Идентификация объекта автоматизации на этапе проектирования реальной системы автоматического управления: общие представления,2010-01-01,
1674,test,17459,Задача идентификация объекта автоматизации в составе общей процедуры синтеза реальной САУ: о трудностях разработки научных методов решения и объяснения,2010-01-01,
611,test,17458,Распараллеливание рекурсивных программ,2010-01-01,
9,ubs,55955,,2022-01-01,
3722,test,17791,Центры капитала крупномасштабных региональных систем в условиях мирового кризиса,2009-01-01,
1674,test,17457,Функциональная адаптация систем автоматизированного проектирования,2008-01-01,
2452,test,17454,Региональная инновационная триада,2010-01-01,
9,ubs,55956,,2022-01-01,
3722,test,17453,О перспективах создания международного центра капитала в России,2010-01-01,
180,test,17452,Аналитическая идентификация дискретных устройств,2010-01-01,
611,test,17451,Методика определения эффективности параллельных вычислений,2010-01-01,
9,ubs,55957,,2022-01-01,
327,test,17450,Аналитический синтез дискретных устройств,2010-01-01,
3671,test,17449,Estimating the Principal Eigenvector of a Stochastic Matrix: Mirror Descent Algorithms via Game Approach With Application to PageRank Problem,2010-01-01,
9,ubs,55958,,2022-01-01,
1674,test,17444,О проекте интеллектуальной системы управления международным морским портом в Печенге,2010-01-01,
3051,test,13217,Single machine scheduling: Fnding the Pareto Set for jobs with equal processing times with respect to criteria Lmax and Cmax.,2015-01-01,
9,ubs,55959,,2022-01-01,
328,test,17442,Высокие гуманитарные технологии инновационной сферы,2010-01-01,
180,test,17441,Отказобезопасные дискретно-событийные системы,2010-01-01,
9,ubs,55960,,2022-01-01,
4262,test,17438,Использование пучков функций Ляпунова,2010-01-01,
611,test,17437,Параллельные вычисления в методах теории управления на основе совмещенных сетей данных и управления,2010-01-01,
329,test,17436,К организации индивидуализированного обучения в ИОС «Волга»,2010-01-01,
3722,test,17435,Принципы организации информационно-вычислительной системы биомедицинского мониторинга,2010-01-01,
2888,test,16343,Radiofrequency method for mass determination of a balloon-contained two-phase substance.,2012-01-01,
9,ubs,55961,,2022-01-01,
2462,test,17434,Принципы модернизации системы национальной безопасности на основе высоких гуманитарных технологий,2010-01-01,
330,test,17433,Элементы и комплексная оценка национальной инновационной системы,2010-01-01,
3811,test,16341,Problems of Identification of Hydrodynamic Models in Reservoir Engineering,2012-01-01,https://doi.org/10.3182/20120531-2-NO-4020.00027
9,ubs,55962,,2022-01-01,
958,test,17431,Синтез механизмов овладения человеком,2010-01-01,
400,test,17430,О необходимости государственного планирования и управления,2010-01-01,
2836,test,17429,Intelligent Mechanisms for Manufacturing Systems Functioning,2010-01-01,
9,ubs,55963,,2022-01-01,
958,test,17428,Теоретические основы создания высоких гуманитарных технологий,2010-01-01,
958,test,17427,Принципы построения высоких гуманитарных технологий безопасности,2010-01-01,
9,ubs,55964,,2022-01-01,
9,ubs,55965,,2022-01-01,
4263,test,17422,Математическая модель механизма гибели опухолевых клеток при химиотерапии на ферромагнитных наночастицах,2010-01-01,
9,ubs,55966,,2022-01-01,
2696,test,17420,Модель динамики индекса потребительских цен,2010-01-01,
3722,test,17418,Моделирование коэффициента замещения утраченного заработка и перспектив развития пенсионной системы,2010-01-01,
4050,test,16332,A Graphical Approach to Solve Combinatorial Problems: Algorithms and Some Computational Results,2012-01-01,
2499,test,17417,Интерактивные системы оптимизации иерархических структур,2010-01-01,
9,ubs,55967,,2022-01-01,
335,test,17416,Делегирование ответственности и мотивация сотрудников в матричных организационных структурах,2010-01-01,
180,test,16330,Эвристический подход к решению задачи составления расписания движения грузовых составов между двумя станциями,2012-01-01,
2132,test,10228,Дистанционное обучение школьников в SaaS платформе СтадиАппс.,2017-01-01,
335,test,17414,Минимизация максимального времени передачи информации по иерархии,2010-01-01,
3218,test,17413,Models of Network Formation Game Control,2010-01-01,
3938,test,17412,An Automated Routine for Menu Structure Optimization,2010-01-01,
469,test,17411,Демократические решения в стохастической среде: случай двух групп,2010-01-01,
9,ubs,55968,,2022-01-01,
311,test,17409,Мега-проект «Ноосфера» (Объективные законы эволюции и судьба человечества),2010-01-01,
2462,test,17408,Вызов технологий глобального действия и пути его преодоления,2010-01-01,
180,test,17407,Поля записи вертикальной и горизонтальной тонкопленочных магнитных головок,2010-01-01,
9,ubs,55969,,2022-01-01,
3921,test,13377,The New Second Order Sliding Mode Algorithm and Convergence Proof,2015-01-01,
9,ubs,55970,,2022-01-01,
958,test,17402,Об одной реализации универсальной методики математического прогнозирования надежного выполнения наборов задач со случайными параметрами,2010-01-01,
611,test,17400,Вычисление верхних оценок времени выполнения сложных наборов задач в управляющих параллельных вычислительных системах,2010-01-01,
9,ubs,55971,,2022-01-01,
335,test,17397,Об одной задаче информационного управления в социальных сетях,2010-01-01,
645,test,15650,ПРОВЕДЕНИЕ РАБОТ ПО ОБЕСПЕЧЕНИЮ КАЧЕСТВА ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ ДЛЯ ОБЪЕКТОВ ПОВЫШЕННОГО РИСКА ЭКСПЛУАТАЦИИ,2012-01-01,
9,ubs,55972,,2022-01-01,
180,test,17393,Исследование закономерностей ритмической структуры квазипериодических биосигналов на примере пульсового сигнала лучевой артерии,2010-01-01,
9,ubs,55973,,2022-01-01,
3124,test,10218,On the Approach to Statement of Control Problems of the Situation with many active stakeholders to Support a Dynamic Goal Setting,2017-01-01,
1936,test,17390,Адаптивный регулятор,2010-01-01,
9,ubs,55974,,2022-01-01,
2411,test,17389,Обобщенно-градиентный метод увеличения области притяжения,2010-01-01,
341,test,17387,Проблема интеллектуальной поддержки оператора в эргатических системах управления,2010-01-01,
9,ubs,55975,,2022-01-01,
342,test,17382,Информационная задача «Расчет технико-экономических показателей для АЭС „Бушер“»,2010-01-01,
204,test,17381,Оценка качества программного обеспечения для систем, важных для безопасности АЭС,2010-01-01,
611,test,17380,Задача расчета технико-экономических показателей для АЭС «Бушер»,2010-01-01,
2462,test,17379,Качество программного обеспечения для систем, важных для безопасности АЭС,2010-01-01,
204,test,17378,Синтез законов управления продольным движением самолета-амфибии в режиме посадки // Труды конференции «Управление в технических системах» УТС–2010. Санкт-Петербург, 12–14 октября 2010. С.374–377.,2010-01-01,
9,ubs,55976,,2022-01-01,
180,test,17377,Программная стабилизация графического интерфейса прикладных программ,2010-01-01,
180,test,17376,Конструирование сенсорной техники - проблемы материалов для функциональных преобразований,2010-01-01,
180,test,17375,Новые пространственно-параметрические аспекты при интеграции функций в полупроводниковых первичных преобразователях излучений,2010-01-01,
344,test,17374,Концепция разработки когнитивной системы социально-экономического управления,2010-01-01,
4147,test,15345,Инструментальная среда и комплекс моделей имитозащиты контролируемых объектов,2013-01-01,
9,ubs,55977,,2022-01-01,
180,test,17372,Синтез программ ПЛК на основе СД2С2 моделей,2010-01-01,
611,test,17371,Метод расширения полных коммутаторов в фиксированном схемном базисе,2010-01-01,
2839,test,17370,Experimental and Theoretical Study of the High Temperature Creep Shortening for a Circular Cylinder,2010-01-01,
347,test,17369,Разработка системы виртуальной настройки роботов,2010-01-01,
9,ubs,55978,,2022-01-01,
351,test,17367,Экспериментально-теоретическое исследование высокотемпературной осадки цилиндров,2010-01-01,
353,test,17366,Экспериментальное исследование осадки цилиндров в условиях высокотемпературной ползучести с помощью оптических методов,2010-01-01,
2818,test,17365,Surveillance Multiagent System Using Robot Vision Based on Fuzzy Controller,2010-01-01,
9,ubs,55979,,2022-01-01,
2841,test,17363,Cutting Out the Voltage Oscillation Influence on the Control Quality of a Three-Level Inverter Drive by Using Sliding Mode,2010-01-01,
2842,test,17362,Information Technology Approach to Individual “Knapsack Problem” (Nanologistics),2010-01-01,
611,test,17359,Параллельные алгоритмы и задачи многокритериальной дискретной оптимизации на масштабно-инвариантных (предфрактальных) графах,2010-01-01,
9,ubs,55980,,2022-01-01,
4262,test,17356,Линейный динамический регулятор для подавления внешних возмущений,2010-01-01,
9,ubs,55981,,2022-01-01,
9,ubs,55982,,2022-01-01,
160,test,17935,Об одном подходе к задаче идентификации микропрофиля поверхности,2006-01-01,
365,test,17344,Разработка прогнозирующих моделей технологических процессов на основе алгоритмов ассоциативного поиска,2011-01-01,
365,test,17343,Алгоритмизация и эффективность оптимального управления температурно-скоростным режимом горячей прокатки полос,2011-01-01,
9,ubs,55983,,2022-01-01,
1674,test,13949,Об одном подходе к сравнению методов разработки программного обеспечения,2014-01-01,
9,ubs,55984,,2022-01-01,
4012,test,17337,Large-Scale Nonlinear Multivariable Systems (Decomposition, Modeling and Control Problems),2008-01-01,
3722,test,17336,Проблемы моделирования и управления разработкой крупномасштабных месторождений нефти и газа,2010-01-01,
176,test,16303,Синтез и цифровая реализация адаптивного алгоритма управления летательным аппаратом,2012-01-01,
9,ubs,55985,,2022-01-01,
158,test,17938,Принципы создания интерактивных технических руководств,2008-01-01,
611,test,17335,Декомпозиция и распараллеливание задач моделирования и оптимального управления многосвязными системами,2010-01-01,
9,ubs,55986,,2022-01-01,
2254,test,17331,Особенности разработки информационно-управляющих систем реального времени на основе интегрированных инструментальных сред,2011-01-01,
2254,test,17330,Создание интеллектуальных человеко-машинных интерфейсов с повышенными эргономическими характеристиками,2011-01-01,
9,ubs,55987,,2022-01-01,
3843,test,17327,Nonparametric Estimation of a Heavy-Tailed Density,2011-01-01,
277,test,17325,Подходы и методы моделирования и исследования ИК-термокарт головного мозга человека,2011-01-01,
370,test,17323,Оценка снизу на горизонт предсказуемости состояний динамических систем с C1 -гладкими траекториями,2010-01-01,
9,ubs,55988,,2022-01-01,
157,test,17939,Моделирование и эргономический анализ пультов управления,2008-01-01,
371,test,17322,Анализ влияния свойств поверхности оправ на величину теплового излучения оптических систем,2010-01-01,
2370,test,17320,Обобщение углового оператора на случай анализа векторных динамических процессов,2009-01-01,
9,ubs,55989,,2022-01-01,
373,test,17319,Повышение точности магнитоградиентных измерений на борту летательного аппарата,2011-01-01,
4264,test,17316,Возможности вертолетной системы Экватор, реализующей метод переходных процессов,2011-01-01,
2675,test,17315,Быстрое дискретное преобразование Фурье для численного решения объемных интегральных уравнений,2011-01-01,
9,ubs,55990,,2022-01-01,
2775,test,17988,Digital Neural Cortex,2007-01-01,
365,test,17313,Технология визуализации параметров в автоматизированных системах контроля и диагностики,2011-01-01,
406,test,16292,Развитие и применение исчисления позитивно-образованных формул для интеллектуализации обучающих систем.,2011-01-01,
9,ubs,55991,,2022-01-01,
9,ubs,55992,,2022-01-01,
611,test,18117,Многоядерное будущее многопроцессорной архитектуры ПС-2000,2006-01-01,
365,test,17312,Автоматизированная классификация форм пульсовых колебаний лучевой артерии,2011-01-01,
240,test,16291,Автоматизация решения некоторого класса вычислительных задач,2009-01-01,
771,test,15020,РЕШЕНИЕ ЗАДАЧИ РАЦИОНАЛЬНОГО ВЫБОРА КОМПОЗИЦИИ ВЕБ-СЕРВИСОВ В СИСТЕМАХ С СЕРВИС-ОРИЕНТИРОВАННОЙ АРХИТЕКТУРОЙ,2013-01-01,
365,test,17311,Технологические аспекты организации процесса многоканальной регистрации разночастотного потока данных,2011-01-01,
9,ubs,55993,,2022-01-01,
3218,test,17305,On Models of Information Management in Social Networks,2011-01-01,
9,ubs,55994,,2022-01-01,
2719,test,13125,Информационные технологии и экономико-технологические концепции, концепция Индустрия 4.0,2015-01-01,
2845,test,17300,Free-Flying Manipulation Robot Using for in-Orbit Assembly of Large Space Structures,2011-01-01,
4012,test,17299,Adaptive System of Precision Control with a Reference Model,2011-01-01,
4090,test,14121,Многокритериальная субоптимальная анизотропийная фильтрация линейных дискретных стационарных систем,2014-01-01,
9,ubs,55995,,2022-01-01,
9,ubs,55996,,2022-01-01,
3722,test,17296,Обнаружение зависимостей в данных Интернета,2011-01-01,
3845,test,17295,Quality Control of Packet Transmission with Application to Peer-to-Peer Video Data,2011-01-01,
2846,test,17294,Analyzing Measurements from Data with Underlying Dependences and Heavy-Tailed Distributions,2011-01-01,
3218,test,17291,Solution of the Hotelling Problem of Spatial Competition in Secure Strategies,2010-01-01,
377,test,17289,Модели безопасности железнодорожного транспорта,2011-01-01,
9,ubs,55997,,2022-01-01,
377,test,17288,Методы анализа и синтеза технологий аудита информационной безопасности по критерию минимизации аудиторского риска,2011-01-01,
377,test,17287,Определение объема материальных запасов для предупреждения и ликвидации последствий ЧС,2011-01-01,
4012,test,17284,Strict Anisotropic Norm Bounded Real Lemma in Terms of Inequalities,2011-01-01,
378,test,17283,Бизнес-реинжиниринг как актуальный инструмент экономического управления,2011-01-01,
215,test,16279,Методы и средства автоматизации проектирования комбинационных логических схем на основе многоуровневой декомпозиции,2009-01-01,
4438,test,16278,Postgraduate Education and New Challenges on Stability and Adaptive-Robust Control in Aerospace,2012-01-01,
900,test,14203,Редукция регуляторов на базе критерия Найквиста. Скалярное управление,2013-01-01,
9,ubs,55998,,2022-01-01,
9,ubs,55999,,2022-01-01,
379,test,17279,Методологические проблемы развития научно-инновационных сетей,2009-01-01,
9,ubs,56000,,2022-01-01,
9,ubs,56001,,2022-01-01,
381,test,17274,Повышение мобильности научных кадров в рамках научно-инновационных сетей,2009-01-01,
1432,test,16916,Семь точек зрения зрения на теорию автоматического управления как науку: поиск компромисса,2011-01-01,
2384,test,2501,Информационная безопасность как объект киберпреступности,2020-01-01,
382,test,17268,Некоторые вопросы экономической безопасности Юга России,2010-01-01,
565,test,16269,Проблемы автоматизированного синтеза комбинационных схем и конечных автоматов,2006-01-01,
1830,test,2469,Численное решение задачи оптимизации полёта к Марсу,2010-01-01,
9,ubs,56002,,2022-01-01,
2452,test,17265,Структура системы контроллинга малых инновационных предприятий,2010-01-01,
9,ubs,56003,,2022-01-01,
385,test,17263,Новая парадигма развития инновационной деятельности,2010-01-01,
9,ubs,56004,,2022-01-01,
9,ubs,56005,,2022-01-01,
9,ubs,56006,,2022-01-01,
9,ubs,56007,,2022-01-01,
9,ubs,56008,,2022-01-01,
390,test,17248,Механизмы организационно-экономических отношений между ЦКП и фирмами регионального инновационного кластера,2008-01-01,
391,test,17247,Стратегии развития инновационных кластеров в полиэтническом макрорегионе,2008-01-01,
9,ubs,56009,,2022-01-01,
9,ubs,56010,,2022-01-01,
392,test,17240,Управление интеллектуальной собственностью при сетевой организации научных исследований,2008-01-01,
393,test,17239,Виртуальные научно-производственные сети,2008-01-01,
2462,test,14440,Обеспечение надежности и безопасности электроснабжения потребителя при выборе точки присоединения к электрическим сетям,2013-01-01,
9,ubs,56011,,2022-01-01,
9,ubs,56012,,2022-01-01,
2738,test,17235,Стратегии перехода к ресурсно-инновационной модели развития региональной экономики,2011-01-01,
3722,test,8490,Model of Management of Artificial Social Network with Large Amount of Reflective Agents,2018-01-01,10.1109/MLSD.2018.8551944
9,ubs,56013,,2022-01-01,
394,test,17229,Изучение  структурных свойств вибросейсмических волновых полей грязевых вулканов  Тамани,2008-01-01,
2895,test,16243,Modeling Aspects by Category Theory,2010-01-01,
9,ubs,56014,,2022-01-01,
3722,test,8489,Analysis of the Networks Growth Model with Nodes Deactivation,2018-01-01,10.1109/MLSD.2018.8551774
395,test,17228,Образование и развитие дилатансной зоны в слоистой анизотропной среде,2010-01-01,
382,test,17226,Система мониторинга сейсмической безопасности территории,2010-01-01,
4012,test,17225,Anisotropic Norm Bounded Real Lemma for Linear Discrete Time Varying Systems,2011-01-01,
9,ubs,56015,,2022-01-01,
9,ubs,56016,,2022-01-01,
377,test,17221,Задача оптимального планирования распределения пожарных бригад по очагам возгорания,2011-01-01,
377,test,17220,Методические положения формирования паспорта проблемы,2011-01-01,
396,test,17219,Подход к построению интеллектуальных человеко-машинных интерфейсов,2011-01-01,
9,ubs,56017,,2022-01-01,
396,test,17218,Дистанционный мониторинг и картирование местности с использованием тепловой съемки,2011-01-01,
396,test,17217,Задача управления проводкой летательного аппарата,2011-01-01,
377,test,17216,Обеспечение комплексной безопасности производственных холдингов,2011-01-01,
377,test,17215,Метод формализованного описания региона,2011-01-01,
377,test,17214,Мониторинг реализации федеральных и региональных целевых программ,2011-01-01,
377,test,17213,Групповое управление региональными системами,2011-01-01,
3502,test,11802,Vortex Algorithm for Two-link Manipulator,2016-01-01,10.1109/STAB.2016.7541199
9,ubs,56018,,2022-01-01,
934,test,17209,Обратная задача анизотропийного анализа робастного качества дискретных линейных стационарных систем,2011-01-01,
934,test,17208,Оптимальный анизотропийный регулятор на основе наблюдателя Люенбергера минимального порядка,2011-01-01,
4139,test,17207,Современные тенденции развития среды генерации знаний,2011-01-01,
9,ubs,56019,,2022-01-01,
934,test,17203,Подходы к решению задачи матричного устойчивого пополнения,2011-01-01,
934,test,17202,l1-подходы к построению стабилизирующих регуляторов низкого порядка,2011-01-01,
3179,test,17200,Design of dynamic controller for rejection of persistent disturbances,2011-01-01,
3722,test,15703,Системный анализ структуры отраслей экономики народного хозяйства,2012-01-01,
4290,test,17198,Об оценке времени установления в линейной динамической системе с внешними возмущениями,2010-01-01,
2462,test,17197,Построение сценариев безопасного развития с использованием матриц согласования состояний.,2011-01-01,
2462,test,17196,Модифицированная модель распространения возмущения по системе для построения системы мониторинга,2011-01-01,
9,ubs,56020,,2022-01-01,
2462,test,17195,Тематическое планирование информационной поддержки стратегических проектов освоения Арктики,2010-01-01,
2026,test,17194,Имитационные приложения для систем управления металлургическими предприятиями,2011-01-01,
2462,test,17193,Анализ функций системы местного управления  в условиях чрезвычайных ситуаций,2010-01-01,
2462,test,17192,Многокритериальная задача размещения индикаторов в технической системе,2010-01-01,
2462,test,17191,Модельное, сценарное и экспериментное сопровождение в обеспечении эффективной безопасности сложных технических систем,2010-01-01,
807,test,14678,Возможности параметрической идентификации многоэлементных двухполюсников по дискретным значениям переходного процесса,2013-01-01,
9,ubs,56021,,2022-01-01,
2462,test,17190,Сценарное исследование стойкости и живучести сложных организационно- технических систем,2010-01-01,
2462,test,17189,Задачи структурного распознавания в исследованиях социальных сетей,2010-01-01,
2462,test,17188,Методология планирования и организация отладки комплексов программ АИУС,2010-01-01,
2462,test,17187,Анализ информационных угроз реализации проектов освоения арктического сектора с использованием модифицированной схемы И.-М.Марти,2010-01-01,
2462,test,17186,Сценарный анализ эффективности информационной поддержки государственной политики России в Арктике,2010-01-01,
9,ubs,56022,,2022-01-01,
4012,test,17183,Hit-and-Run: randomized technique for control problems recasted as concave programming,2011-01-01,
4012,test,17182,PageRank: new regularizations and simulation models,2011-01-01,
2896,test,16231,Group control in discrete event systems,2012-01-01,
9,ubs,56023,,2022-01-01,
9,ubs,56024,,2022-01-01,
3846,test,17179,Stochastic completeness of symmetric Markov processes and volume growth,2011-01-01,
2481,test,1514,Перспективы создания инновационного кластера на базе наукограда и университета в условиях ускоренного импортозамещения технологий,2022-01-01,
365,test,17176,Особенности структурного распознавания сложных сетевых систем,2011-01-01,
365,test,17175,Применение структурно-интегрированных индикаторов в мониторинге сложных технических систем,2011-01-01,
2254,test,17174,Структурное распознавание сложных сетевых систем,2011-01-01,
2026,test,17173,Применение методов структурного распознавания в исследовании необратимо развивающихся сетевых систем,2011-01-01,
399,test,17170,Адаптивная система стабилизации профиля тока плазмы в токамаке при изменении электронной температуры плазмы на магнитной оси,2011-01-01,
9,ubs,56025,,2022-01-01,
9,ubs,56026,,2022-01-01,
4012,test,17167,Tokamak Plasma Shape and Current Hinf  Controller Design in Multivariable Cascade System,2011-01-01,
9,ubs,56027,,2022-01-01,
400,test,17166,Интерактивные системы объемного геометрического моделирования в виртуальных производственных корпорациях,2011-01-01,
1841,test,17165,Радиочастотный метод определения массы двухфазного вещества в замкнутом цилиндрическом резервуаре.,2011-01-01,
9,ubs,56028,,2022-01-01,
2254,test,17164,Использование опыта предприятий ОПК по созданию информационно-телекоммуникационных комплексов при реализации проектов в области интеллектуальных производственных систем,2011-01-01,
377,test,17163,Структурное управление и моделирование динамики сложных сетевых систем,2011-01-01,
403,test,17161,Модели и задачи структурного распознавания в исследованиях социальных сетей,2011-01-01,
4267,test,17160,О некоторых свойствах предфрактальных графов,2011-01-01,
404,test,17159,Роль и возможности довузовской подготовки в проблеме формирования высококвалифицированных специалистов для высокотехнологичных компаний реального сектора экономики и опыт Концерна “РТИ Системы”,2011-01-01,
176,test,15452,О выборе параметра регуляризации в задачах непараметрического оценивания сигналов,2012-01-01,
405,test,17156,Оптимальная адаптивная система автоматического регулирования газодобывающими скважинами.,2011-01-01,
406,test,17155,Сетевые модели: ресурсы, влияния, конфликты,2011-01-01,
3722,test,17154,РАЗРАБОТКА МОДЕЛЕЙ ПОИСКА В СЕМАНТИЧЕСКИХ ПОРТАЛАХ НАУЧНЫХ ОРГАНИЗАЦИЙ,2011-01-01,
3722,test,17153,РАЗРАБОТКА МОДЕЛЕЙ ПОИСКА В СЕМАНТИЧЕСКИХ ПОРТАЛАХ НАУЧНЫХ ОРГАНИЗАЦИЙ,2011-01-01,
9,ubs,56029,,2022-01-01,
979,test,17152,Сетевые модели в социально-экономической сфере,2011-01-01,
979,test,17151,Ресурсная сеть как модель переноса вещества в водной среде,2011-01-01,
9,ubs,56030,,2022-01-01,
2499,test,17148,Оптимизация иерархических структур с учетом индивидуальных характеристик узлов иерархии,2011-01-01,
3218,test,17147,Combining Incentive Schemes with Mechanisms of Counter Planning and Plan Adjustment,2011-01-01,
4012,test,17146,Lower-bound Estimate for Cost-sensitive Decision Trees,2011-01-01,
4251,test,15451,Исследование взаимосвязи основных этапов инновационно-технологической деятельности в России,2012-01-01,
9,ubs,56031,,2022-01-01,
4012,test,17143,Flows and Limit States in Bidirectional Resource Networks,2011-01-01,
2333,test,17142,Ресурсные сети: предельные состояния и потоки,2011-01-01,
2333,test,17141,Решение задачи начальной выставки инерциальной навигационной системы методом субоптимального анизотропийного оценивания,2011-01-01,
9,ubs,56032,,2022-01-01,
2333,test,17140,Алгоритмы формирования информационных посылок в кабине пилота,2011-01-01,
2333,test,17139,Подход к построению интеллектуальных человеко-машинных интерфейсов,2011-01-01,
9,ubs,56033,,2022-01-01,
4012,test,17136,Novel Approach to the Microbusinesses Logistical System Design Based on the Information Technology (Nanologistics),2011-01-01,
2333,test,17134,СЕМАНТИЧЕСКИЕ МОДЕЛИ ПОИСКА ЭКСПЕРТОВ,2011-01-01,
9,ubs,56034,,2022-01-01,
3179,test,17132,Some means for informational support of the airliner pilot,2011-01-01,
3218,test,15419,On a Model of Informational Control in Active Network Structures,2012-01-01,
9,ubs,56035,,2022-01-01,
410,test,17130,Ресурсные сети и их приложения в информационных технологиях,2011-01-01,
410,test,17129,Рекурсивный поиск в динамической ассоциативной ресурсной сети,2011-01-01,
411,test,17128,Алгоритм построения ассоциативной ресурсной сети,2009-01-01,
979,test,17127,Поиск в ассоциативной модели памяти,2009-01-01,
9,ubs,56036,,2022-01-01,
2474,test,17126,Структурирование знаний в ассоциативной модели,2008-01-01,
2474,test,17125,Свойства трехуровневой стратифицированной модели знаний,2008-01-01,
414,test,17124,Принципы построения ассоциативной модели знаний,2008-01-01,
756,test,14910,Математическая модель механизма противоопухолевого действия вирусных вакцин,2013-01-01,
3722,test,17122,Анализ методик для разработки программных продуктов при информационном управлении малым производством,2011-01-01,
9,ubs,56037,,2022-01-01,
2851,test,17121,Path deformation method in robot motion planning problems,2011-01-01,
365,test,17120,Информационное управление малым производством на базе программного комплекса,2011-01-01,
3722,test,17117,Графо-аналитическое прогнозирование надежного выполнения комплексов взаимосвязанных работ в параллельных вычислительных системах,2011-01-01,
3722,test,17116,Отказоустойчивость управляющих параллельных вычислительных систем, выполняющих комплексы взаимосвязанных работ,2011-01-01,
771,test,14940,К АВТОМАТИЗИРОВАННОЙ ПРОВЕРКЕ РЕШЕНИЙ В СЛЕДЯЩИХ ИНТЕЛЛЕКТУАЛЬНЫХ ОБУЧАЮЩИХ СИСТЕМАХ,2013-01-01,
9,ubs,56038,,2022-01-01,
416,test,17114,МОДЕЛИРОВАНИЕ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ УПРАВЛЕНИЯ ГОРЯЧЕЙ ПРОКАТКОЙ ПОЛОС,2011-01-01,
9,ubs,56039,,2022-01-01,
786,test,17113,Классификация когнитивных карт и методы их анализа.,2011-01-01,
4225,test,17112,КОГНИТИВНЫЕ  КАРТЫ  В  ПОДДЕРЖКЕ ПРИНЯТИЯ  РЕШЕНИЙ,2011-01-01,
4012,test,17111,Decision-making support in fuzzy conflict situations.,2011-01-01,
2852,test,17110,Control aspects of novel switched step-up-down converter for low-voltage application,2011-01-01,
589,test,16202,Бортовой процессор ввода-вывода,2008-01-01,
2853,test,17109,Switched step-up-down converter (control acpects),2011-01-01,
9,ubs,56040,,2022-01-01,
573,test,16200,Особенности коллективного поведения автономных подводных аппаратов с изменяемой геометрией корпуса,2011-01-01,
3722,test,17107,Реализация процедуры типологического анализа ритмической структуры квазипериодических биосигналов,2011-01-01,
9,ubs,56041,,2022-01-01,
3722,test,17106,Методы классификационного анализа характеристик пульсового сигнала в задачах медицинской диагностики,2011-01-01,
3722,test,17105,Технологические аспекты реализации процедуры объективизации экспертной кластеризации многопараметрических объектов,2011-01-01,
3722,test,17104,Разработка программного обеспечения для многоканальной регистрации разночастотных  потоков данных,2011-01-01,
